id,pred
54368,20866.079595704276
54369,15538.485778014345
54370,19751.23018492153
54371,35724.62291314323
54372,35742.8121184425
54373,48708.19165198397
54374,18053.42529983671
54375,51134.25711929515
54376,24787.236335741803
54377,29513.84053903116
54378,27786.801034479086
54379,16874.050847520262
54380,11013.145199585282
54381,80479.15674490717
54382,13155.072927859612
54383,62107.61368295911
54384,22929.69805771983
54385,22233.478477338478
54386,6368.527085002591
54387,10885.387858753531
54388,58574.32483749015
54389,7370.851795611423
54390,67615.5229049522
54391,11483.407742868927
54392,16849.75330811937
54393,13788.06812659325
54394,16575.295294576466
54395,34341.77484411512
54396,43286.479695159185
54397,47464.504196679
54398,32382.27938780791
54399,52428.70733053207
54400,31053.29875824752
54401,43232.233943640575
54402,19219.040144966948
54403,49294.61900084267
54404,21901.526826856498
54405,14858.919797891904
54406,58549.779919910245
54407,7753.396714101228
54408,40706.125509941434
54409,16416.4822703423
54410,43001.342870330576
54411,13279.675607266068
54412,40724.804937322166
54413,41543.071534399314
54414,24223.918540235678
54415,19158.421802122066
54416,65945.76538025982
54417,12627.072628274518
54418,12763.699849905268
54419,14322.939117086491
54420,58884.08168297626
54421,14654.115148734872
54422,32821.45176127303
54423,14687.91390289736
54424,36503.45553087454
54425,22306.90322655583
54426,17116.889477330038
54427,13467.460010684312
54428,9436.281298907295
54429,12735.84227416182
54430,14603.605068539462
54431,10045.923445126662
54432,14289.270166571856
54433,41663.608651395145
54434,31546.145216370027
54435,19264.300251625496
54436,28460.645778055787
54437,16266.841902058606
54438,36952.1590748121
54439,26374.25705562017
54440,33280.683215328565
54441,29722.602011757222
54442,44767.14873113626
54443,17698.64764819881
54444,13254.850955473685
54445,38575.53325080357
54446,26123.062680184274
54447,29356.782994076177
54448,21157.284568043207
54449,11974.997004169674
54450,27011.44440481981
54451,9509.09493523387
54452,7627.594317532847
54453,19757.991906400668
54454,32003.81812669853
54455,12464.588191949046
54456,35858.47153366302
54457,38076.36140608716
54458,21574.387011453855
54459,41023.868182688275
54460,64693.97723905967
54461,13762.451721709542
54462,44197.72070418828
54463,48979.21751495559
54464,20146.73382493649
54465,42494.56430254971
54466,50867.03654228791
54467,45520.531434262855
54468,14940.146363536262
54469,30102.578590765235
54470,14033.756110802055
54471,44594.24097185906
54472,29090.20836821547
54473,18181.85555612122
54474,69392.69715653484
54475,26507.259750536057
54476,23524.997453091364
54477,31090.283845998296
54478,43088.16568369894
54479,29584.36483869725
54480,17235.772267168963
54481,12226.776547196396
54482,32722.53676393422
54483,38871.61320634005
54484,13395.067774401728
54485,25601.400820206032
54486,17583.89354438515
54487,39754.769562029775
54488,8334.79484354262
54489,21860.132545848748
54490,13653.47426833711
54491,13138.544363340761
54492,38007.00487616723
54493,85520.76977704906
54494,17414.540285963758
54495,38550.34264852328
54496,25914.724447389883
54497,30791.764952139274
54498,57246.80515586048
54499,32480.206478312735
54500,17504.573838821878
54501,13797.67147709492
54502,22633.939772891124
54503,53969.17325367491
54504,27634.16342547844
54505,21924.500562027028
54506,43772.27110333868
54507,52733.6932560701
54508,25304.14035950954
54509,14446.857862449611
54510,39005.20051804201
54511,23330.913606882437
54512,43476.60350678093
54513,22560.13551006719
54514,13533.49067706417
54515,9471.074801982684
54516,26375.507606157084
54517,8133.469729597536
54518,37828.860563017304
54519,25341.159103568814
54520,16333.93206377484
54521,28691.855876031073
54522,39307.946686063915
54523,31875.743095735546
54524,34204.86878071245
54525,16759.89275575742
54526,38303.03387850082
54527,84246.50438359502
54528,36102.947805908465
54529,41750.59502146566
54530,20829.199969493904
54531,20190.162204242606
54532,85110.99746761275
54533,9409.180072483425
54534,12047.525767900846
54535,43998.36535276986
54536,6578.2382914303225
54537,58275.868125276495
54538,27306.8058978209
54539,22951.99695426415
54540,8319.199623444323
54541,14396.659768643452
54542,77140.58513413032
54543,18009.058350555748
54544,24747.222176886025
54545,8199.013048635989
54546,13624.410500535563
54547,25163.859984033905
54548,53881.033232302485
54549,19590.307343101787
54550,12127.155171627783
54551,11025.24520195563
54552,41156.2175555684
54553,42551.685857385484
54554,10280.104178934564
54555,69113.76352850306
54556,42554.7279441048
54557,9086.899377407535
54558,65000.80121632957
54559,23644.585751567076
54560,12579.204937964128
54561,24186.379782801556
54562,62106.9630567112
54563,13143.966119712826
54564,12428.884692657462
54565,20736.815839573388
54566,15060.824818914221
54567,69028.74029088563
54568,32286.51735154019
54569,11666.860948449063
54570,39045.44949448743
54571,58188.74976017213
54572,47385.06925118948
54573,16048.077731644
54574,66042.87077162019
54575,42058.29421407241
54576,8938.759341882651
54577,40345.15091794322
54578,19589.26309896987
54579,47208.57909483448
54580,9277.235853135762
54581,13043.384653180285
54582,46977.658292303226
54583,56802.07059731099
54584,67447.32081411265
54585,38348.44879802381
54586,30856.543908634158
54587,48879.533248677064
54588,37615.64194907988
54589,36679.55553674927
54590,41471.335603237414
54591,12986.351880391414
54592,19151.955318060016
54593,39082.813349771
54594,69058.96265011566
54595,27466.643225328728
54596,24741.235743897254
54597,41488.811847564044
54598,22674.26651519225
54599,73842.21681645783
54600,14652.59490769981
54601,57538.665143886166
54602,47549.4091623072
54603,66051.93755643838
54604,40044.48731423833
54605,14911.113161178428
54606,11881.9994593707
54607,34232.79533802049
54608,55330.58395275279
54609,44745.787521628066
54610,10619.250748595954
54611,18223.258104257864
54612,16832.64861383232
54613,18472.18640555414
54614,9314.916481992257
54615,12163.111819422853
54616,24963.335583855267
54617,33659.077109013895
54618,41636.42738059259
54619,7712.905447396177
54620,12568.063089099764
54621,11824.099244033168
54622,21673.489987263532
54623,44146.78585812657
54624,23364.291143396786
54625,23049.005451279638
54626,23992.397198406557
54627,39371.38324792057
54628,22013.558480768566
54629,15482.357617374828
54630,15815.189560704735
54631,36833.727239806736
54632,41635.87906631373
54633,14178.3282704936
54634,27279.972063457157
54635,50560.64163861491
54636,13487.217114195162
54637,31012.21034489222
54638,61476.93347392011
54639,31186.277503991423
54640,38890.967380015834
54641,29566.351917603104
54642,26639.730962010774
54643,20481.603266426857
54644,10253.009030041509
54645,45055.73297458251
54646,22251.195923367217
54647,26117.360723760397
54648,16248.727666407118
54649,44887.184697168326
54650,103895.17136496898
54651,7282.27694620358
54652,5160.672520617093
54653,41467.282251003744
54654,44235.73841347369
54655,29943.619309560017
54656,15256.640075289679
54657,13108.34190080376
54658,67046.90204190597
54659,18440.583711305382
54660,54728.7074523516
54661,17425.503109479574
54662,18017.057791446063
54663,19557.255651992386
54664,29215.318955553117
54665,27159.106467769976
54666,43534.72250998806
54667,36062.05117508829
54668,22263.92321433614
54669,72314.49659919748
54670,33289.85989223206
54671,21970.785549391683
54672,35789.65433534861
54673,31941.854007991427
54674,28275.26366970277
54675,16150.762792585585
54676,10657.743345529547
54677,72258.34396825431
54678,71951.86578322898
54679,30518.205292764
54680,9563.616714863198
54681,67688.96989384171
54682,33925.89016029122
54683,49300.05707871718
54684,12431.06444433478
54685,45384.42357424858
54686,22154.834252481567
54687,10131.368624147566
54688,29846.105328816742
54689,13015.01962301899
54690,76431.43760514366
54691,25262.92470733477
54692,15398.31920667436
54693,15776.780420838833
54694,31173.13082642147
54695,14104.359103217714
54696,14782.252047378612
54697,75585.87891660292
54698,59248.57401141071
54699,67337.92764413517
54700,39598.99324205833
54701,46384.544933929035
54702,16695.012706999583
54703,35514.60583169505
54704,25252.50618658165
54705,13465.438890736696
54706,43067.169327231284
54707,76040.50975890816
54708,51122.30432422984
54709,48744.94736992624
54710,73418.55902862076
54711,58868.387517641924
54712,10026.372392655278
54713,14379.619664644179
54714,47183.445512532126
54715,29372.989203615358
54716,53404.19060156615
54717,12928.12491182867
54718,13471.032483180052
54719,16015.858397159958
54720,27451.822657960172
54721,31917.46880015745
54722,8891.232550238548
54723,37983.656204343875
54724,17685.467560651072
54725,39513.45998087908
54726,57163.96479630301
54727,17074.401817131187
54728,9821.36470016951
54729,18275.13203007345
54730,27112.455192070574
54731,10195.879062476293
54732,32466.24657090512
54733,12798.94187484311
54734,16288.2484444515
54735,25877.159192213556
54736,16514.333980083797
54737,18114.46300917356
54738,48810.62489887231
54739,13474.256728166458
54740,5972.76808124994
54741,25674.923752425293
54742,8487.198294860878
54743,51264.94373507155
54744,19884.2688614993
54745,22116.213561051525
54746,29119.03880895659
54747,36519.492352436646
54748,11862.959556553431
54749,11459.484674523328
54750,45512.78906907946
54751,30011.05461932143
54752,21204.581056014373
54753,13853.865943444302
54754,12634.258492071578
54755,22578.06412052564
54756,14257.146532016375
54757,22335.1260782066
54758,7795.76147253475
54759,13219.458863222713
54760,8485.19821659473
54761,12641.928437985871
54762,14391.7984656577
54763,13720.740873029017
54764,51315.866218647745
54765,37862.633449534536
54766,20782.24312670552
54767,13348.661248324835
54768,69256.54212875223
54769,30527.470523608175
54770,22854.613177365132
54771,34546.98297002977
54772,9375.965572173265
54773,14019.957970313775
54774,9600.83259624166
54775,30439.03648345822
54776,52184.80476903943
54777,11823.563633085378
54778,58713.46771692558
54779,32698.553784827986
54780,10607.459459779851
54781,52472.74763220938
54782,13592.089957273512
54783,48603.27154171973
54784,21585.627391954
54785,33794.74367753221
54786,52512.65956659718
54787,17276.394296870585
54788,11119.701027747122
54789,9348.720139439405
54790,29083.404970614396
54791,48394.513219177
54792,18842.109924915734
54793,29415.244657254625
54794,10827.525902845338
54795,67306.4055471566
54796,45745.56065459468
54797,21405.232731959008
54798,39539.177661701746
54799,66402.48711103309
54800,25755.185281698377
54801,16536.532337016444
54802,9808.675526758348
54803,40003.46780929406
54804,9276.72403854851
54805,16540.74844029861
54806,41694.55375590423
54807,22267.69674596567
54808,38575.502566803356
54809,44833.318930371286
54810,26125.108092442042
54811,11243.259587070685
54812,12111.711144197912
54813,20527.999822286005
54814,26945.94785991325
54815,32282.31142465513
54816,14289.640643798082
54817,43369.749573594665
54818,37056.28437556097
54819,13526.516125359996
54820,36769.46741827582
54821,16378.735622001703
54822,29546.252652836018
54823,29584.361850412173
54824,68865.93643944313
54825,33850.03524010746
54826,61523.32097571199
54827,45525.75865221389
54828,27244.6657686505
54829,43094.04840040254
54830,16524.219571445512
54831,18679.054468078408
54832,73350.18341886962
54833,22014.63161946246
54834,22893.773763278976
54835,22450.898933058976
54836,39522.292040321074
54837,14672.461408672034
54838,11305.543510726922
54839,14208.53967649243
54840,48987.421075729784
54841,45222.06044954898
54842,91994.94354229288
54843,44483.245384596186
54844,53416.973044682636
54845,41086.49396491612
54846,25876.959007094963
54847,6786.107402597203
54848,12172.693893978001
54849,35758.66245899346
54850,24863.218947707323
54851,60097.937474678416
54852,16231.617144900678
54853,62198.63689126437
54854,46091.43258600636
54855,5431.251476713509
54856,50782.029953383375
54857,12986.11032032192
54858,15326.051935809168
54859,20724.87093331681
54860,6707.832669105863
54861,28654.82389268766
54862,10738.98726501349
54863,40590.78817660077
54864,18906.54648379381
54865,9566.34560998074
54866,38661.29265311824
54867,26455.484289995773
54868,28826.451975906675
54869,43507.42308791271
54870,42925.61807131125
54871,45381.46324061959
54872,30038.12115801385
54873,7381.996585708341
54874,34866.67597820678
54875,29528.110884739217
54876,15981.417120178134
54877,26284.850450806065
54878,22439.79111198992
54879,28908.036558161897
54880,52428.7656653842
54881,13839.625915597702
54882,31311.79689141229
54883,15986.143377543764
54884,15059.284990988639
54885,16523.250862572164
54886,84857.09867779726
54887,26227.41423687824
54888,85253.25669420815
54889,14822.887281845904
54890,39204.09439329927
54891,27991.970404044918
54892,75637.24431675216
54893,19148.791182384277
54894,11436.137130039766
54895,30191.27684242471
54896,23507.21361964579
54897,15056.443990179008
54898,13757.075612273275
54899,9281.30112178968
54900,11430.977916942862
54901,10453.621601163197
54902,50607.87885613825
54903,38560.82266978276
54904,74222.06402801795
54905,15826.415644467825
54906,48702.466618376144
54907,46876.584106590584
54908,30783.258633644575
54909,8856.986487355656
54910,81101.49470369854
54911,14729.72953851429
54912,10849.23476654486
54913,17847.64074648443
54914,9505.630640404639
54915,65631.03742189876
54916,9809.580894017114
54917,11568.32338840556
54918,13832.331706440467
54919,20863.8281756798
54920,45875.959137785714
54921,11389.751721652248
54922,10219.746392276822
54923,44436.83317961758
54924,45948.649914925714
54925,29261.559031351375
54926,42851.55255939115
54927,21357.873001583986
54928,30097.74734714016
54929,11688.8603607545
54930,19948.208040466016
54931,48605.91483612828
54932,33862.23459330068
54933,12905.909322435196
54934,17000.65121462247
54935,41657.329733546874
54936,18684.875177934562
54937,28261.1286517098
54938,57458.72877269297
54939,87579.80443707475
54940,26349.77555541068
54941,11189.29851775634
54942,20389.866695656077
54943,26695.196187683174
54944,10285.565404456327
54945,52455.31736313772
54946,77713.4357932631
54947,51792.07420782328
54948,21445.20857073489
54949,40180.30458890688
54950,19865.745959120348
54951,47220.749841852645
54952,54978.43470635755
54953,46599.4367841613
54954,17261.5125820529
54955,76939.42714649378
54956,38086.63690786554
54957,13183.39347821896
54958,22629.942536764505
54959,12872.053701077522
54960,33305.515788541656
54961,27203.549709190054
54962,11732.585829354039
54963,57291.724313267056
54964,10924.216747218017
54965,28037.929619167964
54966,44579.45004720998
54967,23521.500081730388
54968,35587.80179914898
54969,33745.65025269247
54970,56184.84456505769
54971,61161.96693169667
54972,37651.24980697493
54973,46714.099206848936
54974,14961.067347800106
54975,8351.950232127321
54976,26660.38288125664
54977,19010.437956895206
54978,34763.101551118394
54979,7691.6122579503935
54980,35746.85889541475
54981,12421.792935982816
54982,10309.294727010492
54983,41444.41577029502
54984,63542.06896244778
54985,23382.353458021713
54986,31168.87258886904
54987,31551.687657608207
54988,45378.476201884936
54989,9236.909762255504
54990,23673.140504452036
54991,55932.53290193644
54992,15610.49615751672
54993,63260.78013043267
54994,9051.648245812377
54995,57237.24253966089
54996,24886.939446437886
54997,12038.787765863972
54998,25726.27442353806
54999,28973.222368466897
55000,45686.79552344672
55001,61812.201556586
55002,60004.71908878595
55003,19532.31209000531
55004,40827.83852150634
55005,37473.507459064225
55006,25569.9509144001
55007,26898.532044320396
55008,68357.43558794458
55009,79213.20661362278
55010,51327.469005957784
55011,49819.719693021725
55012,17820.2729161394
55013,61938.23848755433
55014,26014.949575687235
55015,45972.79588532597
55016,60638.40234824937
55017,15770.498763497526
55018,33803.69579265324
55019,53549.27916971615
55020,24238.696371721824
55021,15411.362392350833
55022,78383.13843708127
55023,41963.16857199513
55024,29891.176527096122
55025,17087.82562896668
55026,15160.471485616297
55027,40497.559025163944
55028,33878.14811713149
55029,54476.4494452306
55030,34969.346850927635
55031,13375.32225306058
55032,33301.76429154167
55033,60212.80685961246
55034,51055.44628605347
55035,15056.485475880887
55036,27466.778863081938
55037,17295.315482522674
55038,31514.101191601978
55039,12783.03439177187
55040,37019.33541675503
55041,29560.45428776252
55042,93364.13082895086
55043,7308.01592809541
55044,38352.88661368715
55045,36603.41690126306
55046,17378.461629388887
55047,28111.219036121773
55048,36082.8420938603
55049,9434.261418814724
55050,22894.90790493576
55051,66026.08002611258
55052,28034.67876980066
55053,28370.167051659853
55054,68548.10489729382
55055,7255.405939881871
55056,32105.062063715533
55057,46254.84293951729
55058,18044.97523374147
55059,36120.39942742666
55060,21548.269206157205
55061,33840.97073417022
55062,9822.74751626949
55063,11060.184133841232
55064,53416.23587204989
55065,18998.905206598603
55066,38806.88997856311
55067,27708.949110188423
55068,80753.41267451555
55069,19616.172579427453
55070,38156.902544177625
55071,57613.937691663436
55072,19263.141848657535
55073,56805.43569830672
55074,33229.379100702
55075,7622.263079751613
55076,14584.240390557701
55077,15148.765364647845
55078,25600.741989456936
55079,13408.266739866973
55080,30649.35058388446
55081,41100.276703197494
55082,76471.24877093411
55083,78944.32773950175
55084,64613.11424017643
55085,10846.031949317607
55086,31287.66998431963
55087,33570.01366810355
55088,23453.467425657127
55089,74361.23967832727
55090,20481.32925292893
55091,38041.32262908646
55092,60768.34101844151
55093,10181.81272555315
55094,49247.130272662704
55095,43154.33333065916
55096,38198.78113607635
55097,17399.715226867713
55098,46904.01837751844
55099,28671.506070012496
55100,44468.55040219366
55101,44540.49381980579
55102,18897.106092104837
55103,18066.131328637774
55104,41265.52484015376
55105,46380.26440849507
55106,18342.212007007533
55107,13422.639060730824
55108,32555.104572238117
55109,54864.80281778312
55110,10936.462304130295
55111,51251.51291443181
55112,62143.35165664967
55113,40311.324385129476
55114,68825.21399697955
55115,28350.89834949168
55116,50171.78011624055
55117,16695.44125309831
55118,33717.378646513855
55119,38693.45976118834
55120,18692.658432465683
55121,19312.793828392554
55122,11640.494805761637
55123,38238.64144070071
55124,33461.024722579365
55125,77129.8971374333
55126,8970.007619934291
55127,42126.71603516906
55128,45872.94872452745
55129,39937.1823411195
55130,28994.709782511465
55131,42308.94757675588
55132,65513.71169151614
55133,18733.218796330097
55134,69056.41807266572
55135,50884.46845965883
55136,29878.894014377525
55137,15940.011000929768
55138,21419.43707425321
55139,26001.761057814078
55140,15612.917380943378
55141,17660.57642142225
55142,44031.72601613503
55143,25783.53757519209
55144,22480.953108860434
55145,30609.49506023143
55146,44988.479212228805
55147,65368.39621409176
55148,30927.560338591327
55149,12318.744524370504
55150,27447.142832891765
55151,68518.09425732068
55152,15280.396380522987
55153,22603.807736313724
55154,16571.639807397023
55155,51103.91821285081
55156,43705.548052255406
55157,5943.314113341936
55158,57211.32392590791
55159,75908.36429750071
55160,30003.852181249546
55161,20452.709199492896
55162,40176.980898659924
55163,19842.052379761062
55164,14956.903876881877
55165,27554.8494557414
55166,25052.750024144887
55167,81828.54967927482
55168,13110.411628251424
55169,53419.903402099546
55170,42319.18884954754
55171,11430.977916942862
55172,16344.105318272017
55173,74117.29265109893
55174,9314.268034794093
55175,34847.95124260967
55176,24602.22784283506
55177,43224.201494161985
55178,75823.03106232875
55179,34387.10105594631
55180,23999.506633741265
55181,12296.61219770701
55182,21292.751206800283
55183,71672.25801587495
55184,12028.817611976654
55185,14943.829765154323
55186,10133.185523781383
55187,16090.66073330066
55188,17806.807969804955
55189,45186.796072701174
55190,15638.655502386466
55191,54200.921324901516
55192,45133.17434305693
55193,11167.982165417756
55194,12384.627490627317
55195,50964.81296546639
55196,24716.915611519056
55197,43907.16527179249
55198,10255.979498417473
55199,74317.9162380233
55200,66743.20341126209
55201,9118.962821634315
55202,13637.606981706418
55203,52519.30282660741
55204,35931.184892435864
55205,65402.62543681683
55206,34942.17184330069
55207,23226.686661903677
55208,33835.26652416639
55209,52157.62196346556
55210,34963.14304486923
55211,32966.25256438112
55212,24678.105821521807
55213,6604.8376696795285
55214,51702.04181729582
55215,27250.566143859123
55216,62952.65943126485
55217,52505.941785122035
55218,15877.537307734521
55219,40411.52426399549
55220,23178.485901432992
55221,14059.81104239407
55222,18521.823809908456
55223,9389.366333061062
55224,20430.97310985663
55225,18509.12993862126
55226,37906.09123761153
55227,22093.977098229374
55228,15476.904944018137
55229,12046.974677644039
55230,88454.39787277971
55231,32275.461175522876
55232,18859.982320955944
55233,27690.929343651285
55234,39737.02900277462
55235,24906.95752792419
55236,25388.890716777514
55237,34661.50126954795
55238,46045.20983210751
55239,25288.920616235762
55240,64788.53246534058
55241,10482.497374865188
55242,45657.66142453616
55243,81217.0458049034
55244,13608.022667723388
55245,38670.61626382549
55246,50034.92640812293
55247,8217.966420032484
55248,16551.265598469963
55249,6802.440268052458
55250,10777.71267438969
55251,17658.667033796057
55252,69260.97963570013
55253,31165.190853511347
55254,55816.71427672401
55255,12318.4946243507
55256,7427.623032213536
55257,15591.832164427804
55258,44858.82146213963
55259,20899.746159447986
55260,68067.11018865326
55261,32451.450886597562
55262,8938.679243464456
55263,40873.817733164644
55264,57403.03350751868
55265,66734.46356355408
55266,26713.612051679393
55267,14709.215708609312
55268,16964.147201442138
55269,42821.05037269675
55270,14961.251878896983
55271,14641.64347955885
55272,18592.589097735312
55273,34923.55904601937
55274,9406.987656186873
55275,43672.14758146819
55276,17396.621351608064
55277,50514.79433230341
55278,60247.65904999445
55279,14756.196428606838
55280,16033.562237936314
55281,36211.372968377145
55282,37836.2346918495
55283,37595.955857077424
55284,22520.950254327734
55285,23857.957039443216
55286,18081.08219059759
55287,32389.78666689119
55288,10610.976215534358
55289,25012.71203629928
55290,38196.590086326985
55291,21083.193352087812
55292,15892.420081849308
55293,66207.03017677447
55294,44690.414434227554
55295,15654.56876379782
55296,12554.89354624129
55297,32358.395036606667
55298,57509.69805892962
55299,27604.9905368188
55300,16877.970244253258
55301,16816.523660793915
55302,20292.714891555614
55303,75897.76795136763
55304,23713.726506035182
55305,32304.503535563435
55306,38773.38772878514
55307,19402.142904276385
55308,8619.178978702605
55309,34818.48365940195
55310,12788.900686592522
55311,17550.28708102084
55312,13817.557134123655
55313,41165.25436157419
55314,57624.746004750574
55315,17165.689117999
55316,68524.56569015548
55317,11732.32436635426
55318,7008.364863518571
55319,13604.595471942212
55320,25362.67647032728
55321,31116.16095451029
55322,10455.68755189631
55323,66984.99845678167
55324,44834.01443602597
55325,44025.94910908217
55326,18888.897214676996
55327,27532.84929104463
55328,42016.40255487049
55329,15791.101844958037
55330,47069.305737922004
55331,17394.110930694667
55332,34397.75918689395
55333,52780.21140750791
55334,23771.261625969615
55335,25835.847164572402
55336,26716.21443017976
55337,11159.50593744837
55338,28386.18603867205
55339,59108.208462548544
55340,32115.281878343554
55341,39894.85951997966
55342,61307.78370329474
55343,44856.534473569816
55344,49322.813061760455
55345,15723.926808969685
55346,41191.09282340782
55347,25896.841495379027
55348,10044.635929307025
55349,13138.837849713886
55350,14703.579703131538
55351,47978.64500862799
55352,8139.689432326106
55353,23464.24463066883
55354,57169.82981626992
55355,32666.311510686286
55356,30174.277223867626
55357,62492.81419761233
55358,13405.522791873089
55359,22502.06080817717
55360,12215.84319501309
55361,32335.374642879033
55362,33481.74802145343
55363,30164.013517884003
55364,28016.613261682996
55365,8438.976591305674
55366,12394.73815261891
55367,25310.458341055884
55368,24753.778987789712
55369,33627.932932542084
55370,50096.347215127884
55371,30712.75033954551
55372,17935.60291414278
55373,35081.47717699578
55374,13644.0760834636
55375,30975.700748112307
55376,9857.988242681062
55377,11158.621040788325
55378,12047.687862073957
55379,22202.4201529724
55380,29616.791005832984
55381,22606.9251102445
55382,37172.722482924146
55383,49131.89438367359
55384,54557.38016626313
55385,42994.855020136325
55386,39416.377104018764
55387,47426.8722086883
55388,35097.106329959104
55389,26176.209941206296
55390,40673.0769249415
55391,65066.87552123601
55392,25826.63097658962
55393,24598.78807577159
55394,39681.138214701605
55395,20244.505157158477
55396,45712.15535790299
55397,31620.84979737935
55398,64125.13494168542
55399,14354.521477801107
55400,32391.230027119418
55401,11065.98909747286
55402,56304.52189295743
55403,30526.258500435128
55404,10719.330559001084
55405,17360.84901906282
55406,47823.54233465125
55407,9629.308661435487
55408,26148.062741221343
55409,24041.6870231872
55410,41328.693601766194
55411,12025.566425777195
55412,18213.076013474976
55413,41004.0098938211
55414,23573.56055338023
55415,15114.118745650334
55416,16280.27242936712
55417,9933.143245561974
55418,56360.62113357074
55419,23180.920290335474
55420,42867.462068305365
55421,15733.783633354662
55422,39681.57624331449
55423,11742.88138880731
55424,53662.058886587
55425,33458.75246004397
55426,26073.525084073906
55427,20447.783854013247
55428,58583.8584849326
55429,24549.952331407792
55430,14306.455151044414
55431,71163.61109716598
55432,47707.751731589975
55433,43821.25851858649
55434,17256.319927832894
55435,6429.8225549475665
55436,17933.35157602467
55437,49477.27599179729
55438,38930.613137512344
55439,44067.330033606406
55440,40549.89405133991
55441,14614.129371343142
55442,24992.023143194096
55443,62683.48190945035
55444,19054.651383522454
55445,16437.323376398737
55446,78751.45824748451
55447,6928.756090324588
55448,80777.19742361219
55449,37455.27952259223
55450,59452.46486862125
55451,39299.99391948042
55452,48759.64252169923
55453,16959.916834789055
55454,46616.82497680255
55455,46282.88749007503
55456,31146.459285903577
55457,8730.448260904714
55458,39649.87478420503
55459,15618.630244722008
55460,9033.558836884706
55461,27309.01609509883
55462,13347.277599801486
55463,45480.79064454252
55464,13907.32576348508
55465,18578.486335295493
55466,56074.335420856485
55467,13801.80111115994
55468,68500.06222043384
55469,15446.595584939434
55470,42096.41456750454
55471,32344.4827001218
55472,44166.50639535618
55473,10280.115816340125
55474,34795.49343271387
55475,28602.646988593988
55476,9809.81446475245
55477,54256.08362184535
55478,19018.50195664185
55479,7437.730763719917
55480,17398.854262276174
55481,33834.27531513907
55482,26031.72076948309
55483,12504.499116860814
55484,63243.378050852494
55485,9173.196224950258
55486,40221.146031981494
55487,34313.72529179748
55488,62407.51306460326
55489,17470.295849262573
55490,16289.391910245844
55491,22942.224691886357
55492,20535.002065272492
55493,28140.678988341875
55494,13737.267244515444
55495,30298.597997022916
55496,68121.63269505909
55497,66238.42969488971
55498,62933.7151035689
55499,75033.45423359127
55500,10926.364403746493
55501,30078.729152951048
55502,53780.74253078234
55503,19488.912691589318
55504,51670.115692082305
55505,43100.53666655857
55506,72510.10387402814
55507,12110.171242625629
55508,44656.108090925845
55509,55787.973729533885
55510,35716.67621277489
55511,35986.3696650802
55512,13240.477537424873
55513,45393.83158298495
55514,22489.242777846288
55515,25620.823491213916
55516,21660.556899707746
55517,66734.50772122643
55518,45962.45048421108
55519,29753.58551818974
55520,17210.04725498985
55521,51791.2334904048
55522,10588.222845122335
55523,11575.081710655802
55524,56907.434295213025
55525,10903.636532821189
55526,26800.272907479968
55527,17197.196603359935
55528,16568.130784519537
55529,15959.831547410073
55530,10534.25965663913
55531,29981.221377751666
55532,51753.878821732025
55533,10911.607407004969
55534,41150.94613647483
55535,13817.595192908873
55536,8415.865000344234
55537,57704.703714135016
55538,20530.826692768875
55539,12552.105955794541
55540,8523.79996113136
55541,18415.112055993366
55542,9663.885187880665
55543,35228.4859996512
55544,53103.72172225251
